video id, added date, description, title, user id
2646278f-14bd-11e5-88ea-8438355b7e3a,2012-04-27,"NoSQL is addressing some tough challenges that businesses have harnessing big data and consequently it's growing like a weed in the enterprise. But this is ...","Webinar: Top 5 gotchas that prevent NoSQL from meeting business goals",10d5c76c-8767-4db3-8050-e19e015b524c
2646283a-14bd-11e5-9495-8438355b7e3a,2011-12-29,"David Weinstein - Cassandra at Adobe DataStax, the commercial leader in Apache Cassandra, along with the NYC Cassandra User Group, NoSQL NYC, and ...","Cassandra NYC 2011: David Weinstein - Cassandra at Adobe",10d5c76c-8767-4db3-8050-e19e015b524c
264628d9-14bd-11e5-ad85-8438355b7e3a,2012-10-30,"Eric Lubow, CTO of Simple Reach and DataStax MVP for Apache Cassandra, examines the types of applications that are suited to be built on top of Cassandra.","C*ollege Credit - Is My App a Good Fit for Apache Cassandra",10d5c76c-8767-4db3-8050-e19e015b524c
26462970-14bd-11e5-b911-8438355b7e3a,2012-08-20,"Session: Lightning Talk #4 - DataStax Enterprise Speaker: Robin Schumacher (DataStax)","C* 2012: Lightning Talk #4 - DataStax Enterprise (Robin Schumacher, DataStax)",10d5c76c-8767-4db3-8050-e19e015b524c
26462a0f-14bd-11e5-89a8-8438355b7e3a,2013-09-13,"In today's environment, you must serve your customers with uptime (all the time) availability, plus hidden benefits like state-of-the-art fraud detection and ...","Webinar: How Much Money Do You Lose Every Time Your Ecommerce Site Goes Down?",10d5c76c-8767-4db3-8050-e19e015b524c
26462aa6-14bd-11e5-9b96-8438355b7e3a,2015-06-11,"DataStax announced the general availability of DataStax Enterprise 4.7 (DSE 4.7), the leading database platform purpose-built for the performance and ...","Webinar: DSE 4.7, The Complete Distributed Database Platform",10d5c76c-8767-4db3-8050-e19e015b524c
26462b3d-14bd-11e5-9404-8438355b7e3a,2011-03-14,"DataStax customers are solving their big data challenges with Cassandra, and the company behind Cassandra - DataStax.","DataStax Customer Testimonials",10d5c76c-8767-4db3-8050-e19e015b524c
26462bd1-14bd-11e5-90fb-8438355b7e3a,2012-08-20,"Session: End-to-end Analytic Workflows With Cassandra Speaker: Jeremy Hanna (DataStax) Description: As more data is stored in Cassandra, performing batch ...","C* 2012: End-to-End Analytic Workflows with Cassandra (Jeremy Hanna, DataStax)",10d5c76c-8767-4db3-8050-e19e015b524c
26462c73-14bd-11e5-818e-8438355b7e3a,2012-08-20,"Session: Virtual Nodes -- Operational Aspirin Speaker: Sam Overton (Acunu) Description: This talk will explain the concept and implementation of virtual nodes ...","C* 2012: Virtual Nodes - Operational Aspirin (Sam Overton, Acunu)",10d5c76c-8767-4db3-8050-e19e015b524c
26462d07-14bd-11e5-9f68-8438355b7e3a,2014-08-28,"Looking to strengthen your expertise of Cassandra and DataStax Enterprise? This DataStax Training Webinar provides an overview of what you need to get the ...","Webinar: DataStax Training - Everything you need to become a DataStax Rockstar",10d5c76c-8767-4db3-8050-e19e015b524c
26462d9e-14bd-11e5-a04b-8438355b7e3a,2012-01-03,"Ilya Maykov - Scaling Video Analytics with Cassandra Ilya Maykov is an engineer on the analytics team at Ooyala, the video technology company powering the ...","Cassandra NYC 2011: Ilya Maykov - Scaling Video Analytics with Cassandra",10d5c76c-8767-4db3-8050-e19e015b524c
26462e33-14bd-11e5-919f-8438355b7e3a,2014-02-21,"Data security is an absolute requirement for any organization -- large or small -- that handles debit, credit and pre-paid cards. But navigating, understanding and ...","Webinar: Don't get caught in a PCI pickle: Meet compliance and protect payment card data",10d5c76c-8767-4db3-8050-e19e015b524c
26462f11-14bd-11e5-9739-8438355b7e3a,2012-09-13,"In the first of our bi-weekly C*ollege Credit series Aaron Morton, DataStax MVP for Apache Cassandra and Apache Cassandra committer and Robin ...","DataStax C*ollege Credit: What and Why NoSQL?",10d5c76c-8767-4db3-8050-e19e015b524c
26462fba-14bd-11e5-8eca-8438355b7e3a,2011-12-29,"Chris Burroughs is a developer at Clearspring Technologies where he works on the Data and Analytics team. There he wrestles with the black art of JVM tuning, ...","Cassandra NYC 2011: Chris Burroughs - Cassandra at Clearspring",10d5c76c-8767-4db3-8050-e19e015b524c
26463059-14bd-11e5-86c1-8438355b7e3a,2012-10-03,"","Customer Testimonial: Matt Stump (SourceNinja)",10d5c76c-8767-4db3-8050-e19e015b524c
264630e6-14bd-11e5-ac72-8438355b7e3a,2013-08-16,"The definition of eCommerce has totally changed, expanding from a purely retail perspective to mean the place where your customers meet you online."","Don't Let Your Shoppers Drop; 5 Rules for Today's eCommerce",10d5c76c-8767-4db3-8050-e19e015b524c
2646317d-14bd-11e5-bb71-8438355b7e3a,2011-12-29,"Robin Schumacher - Cassandra: The Foundation of Today's Enterprise Data Stack Robin Schumacher is Vice President of Products for DataStax. Robin has ...","Cassandra NYC 2011: Robin Schumacher - Cassandra: The Foundation of Today's Enterprise Data Stack",10d5c76c-8767-4db3-8050-e19e015b524c
2646321c-14bd-11e5-b370-8438355b7e3a,2012-08-20,"Session: Take Any App to the Cloud of Your Choice Speaker: Uri Cohen Description: The massive computing and storage resources that are needed to support ...","C* 2012: Take Any App to the Cloud of Your Choice (Uri Cohen, GigaSpaces)",10d5c76c-8767-4db3-8050-e19e015b524c
264632b3-14bd-11e5-a429-8438355b7e3a,2014-11-08,"In online residential and commercial real estate, even fractions of seconds in response times affect customer satisfaction and conversion to revenue. The need ...","Webinar | How Clear Capital Delivers Always On Appraisals on 122 Million Properties with DataStax",10d5c76c-8767-4db3-8050-e19e015b524c
